image_id,cyclone,SID,SEASON,NUMBER,BASIN,NAME,ISO_TIME,LAT,LON,USA_WIND,USA_PRES,image_path
000030,1,1981283N07132,1981,88,WP,FABIAN,1981-10-13 15:00:00,11.6,113.1,38.0,,
000031,1,1981283N07132,1981,88,WP,FABIAN,1981-10-13 18:00:00,11.6,112.2,40.0,,
000032,1,1981283N07132,1981,88,WP,FABIAN,1981-10-13 21:00:00,11.5,111.5,43.0,,
000033,1,1981283N07132,1981,88,WP,FABIAN,1981-10-14 00:00:00,11.5,110.8,45.0,,
000034,1,1981283N07132,1981,88,WP,FABIAN,1981-10-14 03:00:00,11.5,110.2,40.0,,
000035,1,1981283N07132,1981,88,WP,FABIAN,1981-10-14 06:00:00,11.5,109.6,35.0,,
000036,1,1981283N07132,1981,88,WP,FABIAN,1981-10-14 09:00:00,11.6,109.1,30.0,,
000037,1,1981283N07132,1981,88,WP,FABIAN,1981-10-14 12:00:00,11.7,108.4,25.0,,
000038,1,1981283N07132,1981,88,WP,FABIAN,1981-10-14 15:00:00,12.2,107.7,,,
000039,1,1981283N07132,1981,88,WP,FABIAN,1981-10-14 18:00:00,12.7,107.0,,,
000040,1,1981283N07132,1981,88,WP,FABIAN,1981-10-14 21:00:00,13.0,106.3,,,
000041,1,1981283N07132,1981,88,WP,FABIAN,1981-10-15 00:00:00,13.2,105.5,,,
000042,1,1981283N07132,1981,88,WP,FABIAN,1981-10-15 03:00:00,13.3,104.7,,,
000043,1,1981283N07132,1981,88,WP,FABIAN,1981-10-15 06:00:00,13.5,103.9,,,
000044,1,1981283N07132,1981,88,WP,FABIAN,1981-10-15 09:00:00,14.0,103.1,,,
000045,1,1981283N07132,1981,88,WP,FABIAN,1981-10-15 12:00:00,14.4,102.3,,,
000046,1,1981283N07132,1981,88,WP,FABIAN,1981-10-15 15:00:00,14.7,101.6,,,
000047,1,1981283N07132,1981,88,WP,FABIAN,1981-10-15 18:00:00,15.1,101.0,,,
000048,1,1981283N07132,1981,88,WP,FABIAN,1981-10-15 21:00:00,15.5,100.5,,,
000049,1,1981283N07132,1981,88,WP,FABIAN,1981-10-16 00:00:00,16.0,100.0,,,
000050,1,1981283N07132,1981,88,NI,FABIAN,1981-10-16 03:00:00,16.5,99.5,,,
000051,1,1981283N07132,1981,88,NI,FABIAN,1981-10-16 06:00:00,17.0,99.0,,,
000052,1,1983276N06130,1983,67,WP,HERBERT,1983-10-03 00:00:00,6.0,129.9,,,
000053,1,1983276N06130,1983,67,WP,HERBERT,1983-10-03 03:00:00,5.9,129.3,,,
000054,1,1983276N06130,1983,67,WP,HERBERT,1983-10-03 06:00:00,5.9,128.8,,,
000055,1,1983276N06130,1983,67,WP,HERBERT,1983-10-03 09:00:00,5.7,128.3,,,
000056,1,1983276N06130,1983,67,WP,HERBERT,1983-10-03 12:00:00,5.6,127.8,,,
000057,1,1983276N06130,1983,67,WP,HERBERT,1983-10-03 15:00:00,5.4,127.3,,,
000058,1,1983276N06130,1983,67,WP,HERBERT,1983-10-03 18:00:00,5.2,126.9,,,
000059,1,1983276N06130,1983,67,WP,HERBERT,1983-10-03 21:00:00,5.1,126.4,,,
000060,1,1983276N06130,1983,67,WP,HERBERT,1983-10-04 00:00:00,5.1,125.9,,,
000061,1,1983276N06130,1983,67,WP,HERBERT,1983-10-04 03:00:00,5.3,125.3,,,
000062,1,1983276N06130,1983,67,WP,HERBERT,1983-10-04 06:00:00,5.6,124.6,,,
000063,1,1983276N06130,1983,67,WP,HERBERT,1983-10-04 09:00:00,5.9,123.9,,,
000064,1,1983276N06130,1983,67,WP,HERBERT,1983-10-04 12:00:00,6.3,123.1,,,
000065,1,1983276N06130,1983,67,WP,HERBERT,1983-10-04 15:00:00,6.5,122.3,,,
000066,1,1983276N06130,1983,67,WP,HERBERT,1983-10-04 18:00:00,6.8,121.5,,,
000067,1,1983276N06130,1983,67,WP,HERBERT,1983-10-04 21:00:00,7.0,120.7,,,
000068,1,1983276N06130,1983,67,WP,HERBERT,1983-10-05 00:00:00,7.3,120.1,,,
000069,1,1983276N06130,1983,67,WP,HERBERT,1983-10-05 03:00:00,7.6,119.7,,,
000070,1,1983276N06130,1983,67,WP,HERBERT,1983-10-05 06:00:00,8.0,119.3,,,
000071,1,1983276N06130,1983,67,WP,HERBERT,1983-10-05 09:00:00,8.3,119.1,,,
000072,1,1983276N06130,1983,67,WP,HERBERT,1983-10-05 12:00:00,8.7,118.8,,,
000073,1,1983276N06130,1983,67,WP,HERBERT,1983-10-05 15:00:00,9.1,118.5,,,
000074,1,1983276N06130,1983,67,WP,HERBERT,1983-10-05 18:00:00,9.5,118.1,,,
000075,1,1983276N06130,1983,67,WP,HERBERT,1983-10-05 21:00:00,9.8,117.8,,,
000076,1,1983276N06130,1983,67,WP,HERBERT,1983-10-06 00:00:00,10.1,117.3,,,
000077,1,1983276N06130,1983,67,WP,HERBERT,1983-10-06 03:00:00,10.3,116.8,,,
000078,1,1983276N06130,1983,67,WP,HERBERT,1983-10-06 06:00:00,10.5,116.1,,,
000079,1,1983276N06130,1983,67,WP,HERBERT,1983-10-06 09:00:00,10.7,115.5,,,
000080,1,1983276N06130,1983,67,WP,HERBERT,1983-10-06 12:00:00,10.8,115.1,25.0,,
000081,1,1983276N06130,1983,67,WP,HERBERT,1983-10-06 15:00:00,11.0,114.7,28.0,,
000082,1,1983276N06130,1983,67,WP,HERBERT,1983-10-06 18:00:00,11.1,114.4,30.0,,
000083,1,1983276N06130,1983,67,WP,HERBERT,1983-10-06 21:00:00,11.2,114.1,33.0,,
000084,1,1983276N06130,1983,67,WP,HERBERT,1983-10-07 00:00:00,11.3,113.7,35.0,,
000085,1,1983276N06130,1983,67,WP,HERBERT,1983-10-07 03:00:00,11.4,113.4,38.0,,
000086,1,1983276N06130,1983,67,WP,HERBERT,1983-10-07 06:00:00,11.5,113.1,40.0,,
000087,1,1983276N06130,1983,67,WP,HERBERT,1983-10-07 09:00:00,11.6,112.7,40.0,,
000088,1,1983276N06130,1983,67,WP,HERBERT,1983-10-07 12:00:00,11.7,112.4,40.0,,
000089,1,1983276N06130,1983,67,WP,HERBERT,1983-10-07 15:00:00,11.8,112.0,40.0,,
000090,1,1983276N06130,1983,67,WP,HERBERT,1983-10-07 18:00:00,11.9,111.7,40.0,,
000091,1,1983276N06130,1983,67,WP,HERBERT,1983-10-07 21:00:00,12.0,111.4,43.0,,
000092,1,1983276N06130,1983,67,WP,HERBERT,1983-10-08 00:00:00,12.1,111.1,45.0,,
000093,1,1983276N06130,1983,67,WP,HERBERT,1983-10-08 03:00:00,12.3,110.8,48.0,,
000094,1,1983276N06130,1983,67,WP,HERBERT,1983-10-08 06:00:00,12.4,110.4,50.0,,
000095,1,1983276N06130,1983,67,WP,HERBERT,1983-10-08 09:00:00,12.5,110.1,50.0,,
000096,1,1983276N06130,1983,67,WP,HERBERT,1983-10-08 12:00:00,12.7,109.7,50.0,,
000097,1,1983276N06130,1983,67,WP,HERBERT,1983-10-08 15:00:00,12.9,109.4,48.0,,
000098,1,1983276N06130,1983,67,WP,HERBERT,1983-10-08 18:00:00,13.1,109.0,45.0,,
000099,1,1983276N06130,1983,67,WP,HERBERT,1983-10-08 21:00:00,13.3,108.7,43.0,,
000100,1,1983276N06130,1983,67,WP,HERBERT,1983-10-09 00:00:00,13.5,108.3,40.0,,
000101,1,1983276N06130,1983,67,WP,HERBERT,1983-10-09 03:00:00,13.7,107.9,,,
000102,1,1983276N06130,1983,67,WP,HERBERT,1983-10-09 06:00:00,13.9,107.6,,,
000103,1,1983276N06130,1983,67,WP,HERBERT,1983-10-09 09:00:00,14.1,107.3,,,
000104,1,1983276N06130,1983,67,WP,HERBERT,1983-10-09 12:00:00,14.3,106.9,,,
000105,1,1983276N06130,1983,67,WP,HERBERT,1983-10-09 15:00:00,14.5,106.4,,,
000106,1,1983276N06130,1983,67,WP,HERBERT,1983-10-09 18:00:00,14.8,106.0,,,
000107,1,1983276N06130,1983,67,WP,HERBERT,1983-10-09 21:00:00,15.0,105.9,,,
000108,1,1983276N06130,1983,67,WP,HERBERT,1983-10-10 00:00:00,15.3,105.8,,,
000109,1,1983276N06130,1983,67,WP,HERBERT,1983-10-10 03:00:00,15.5,105.4,,,
000110,1,1983276N06130,1983,67,WP,HERBERT,1983-10-10 06:00:00,15.6,105.0,,,
000111,1,1983276N06130,1983,67,WP,HERBERT,1983-10-10 09:00:00,15.8,104.5,,,
000112,1,1983276N06130,1983,67,WP,HERBERT,1983-10-10 12:00:00,16.0,104.0,,,
000113,1,1983276N06130,1983,67,WP,HERBERT,1983-10-10 15:00:00,16.0,103.5,,,
000114,1,1983276N06130,1983,67,WP,HERBERT,1983-10-10 18:00:00,16.0,103.0,,,
000115,1,1983276N06130,1983,67,WP,HERBERT,1983-10-10 21:00:00,16.0,102.5,,,
000116,1,1983276N06130,1983,67,WP,HERBERT,1983-10-11 00:00:00,16.0,102.0,,,
000117,1,1983276N06130,1983,67,WP,HERBERT,1983-10-11 03:00:00,16.0,101.6,,,
000118,1,1983276N06130,1983,67,WP,HERBERT,1983-10-11 06:00:00,16.0,101.0,,,
000119,1,1983276N06130,1983,67,WP,HERBERT,1983-10-11 09:00:00,16.2,100.1,,,
000120,1,1983276N06130,1983,67,NI,HERBERT,1983-10-11 12:00:00,16.5,99.0,,,
000121,1,1983282N09155,1983,71,WP,KIM,1983-10-09 00:00:00,9.0,154.9,,,
000122,1,1983282N09155,1983,71,WP,KIM,1983-10-09 03:00:00,8.6,154.4,,,
000123,1,1983282N09155,1983,71,WP,KIM,1983-10-09 06:00:00,8.1,153.9,,,
000124,1,1983282N09155,1983,71,WP,KIM,1983-10-09 09:00:00,7.7,153.4,,,
000125,1,1983282N09155,1983,71,WP,KIM,1983-10-09 12:00:00,7.3,152.9,,,
000126,1,1983282N09155,1983,71,WP,KIM,1983-10-09 15:00:00,6.8,152.4,,,
000127,1,1983282N09155,1983,71,WP,KIM,1983-10-09 18:00:00,6.4,152.0,,,
000128,1,1983282N09155,1983,71,WP,KIM,1983-10-09 21:00:00,6.1,151.5,,,
000129,1,1983282N09155,1983,71,WP,KIM,1983-10-10 00:00:00,5.7,151.0,,,
000130,1,1983282N09155,1983,71,WP,KIM,1983-10-10 03:00:00,5.4,150.5,,,
000131,1,1983282N09155,1983,71,WP,KIM,1983-10-10 06:00:00,5.1,150.0,,,
000132,1,1983282N09155,1983,71,WP,KIM,1983-10-10 09:00:00,4.9,149.5,,,
000133,1,1983282N09155,1983,71,WP,KIM,1983-10-10 12:00:00,4.9,148.9,,,
000134,1,1983282N09155,1983,71,WP,KIM,1983-10-10 15:00:00,5.0,148.2,,,
000135,1,1983282N09155,1983,71,WP,KIM,1983-10-10 18:00:00,5.3,147.5,,,
000136,1,1983282N09155,1983,71,WP,KIM,1983-10-10 21:00:00,5.6,146.8,,,
000137,1,1983282N09155,1983,71,WP,KIM,1983-10-11 00:00:00,6.0,146.0,,,
000138,1,1983282N09155,1983,71,WP,KIM,1983-10-11 03:00:00,6.3,145.3,,,
000139,1,1983282N09155,1983,71,WP,KIM,1983-10-11 06:00:00,6.7,144.6,,,
000140,1,1983282N09155,1983,71,WP,KIM,1983-10-11 09:00:00,7.1,143.8,,,
000141,1,1983282N09155,1983,71,WP,KIM,1983-10-11 12:00:00,7.4,143.1,,,
000142,1,1983282N09155,1983,71,WP,KIM,1983-10-11 15:00:00,7.7,142.4,,,
000143,1,1983282N09155,1983,71,WP,KIM,1983-10-11 18:00:00,8.0,141.6,,,
000144,1,1983282N09155,1983,71,WP,KIM,1983-10-11 21:00:00,8.3,140.9,,,
000145,1,1983282N09155,1983,71,WP,KIM,1983-10-12 00:00:00,8.5,140.1,,,
000146,1,1983282N09155,1983,71,WP,KIM,1983-10-12 03:00:00,8.8,139.3,,,
000147,1,1983282N09155,1983,71,WP,KIM,1983-10-12 06:00:00,9.0,138.4,,,
000148,1,1983282N09155,1983,71,WP,KIM,1983-10-12 09:00:00,9.2,137.5,,,
000149,1,1983282N09155,1983,71,WP,KIM,1983-10-12 12:00:00,9.4,136.6,,,
000150,1,1983282N09155,1983,71,WP,KIM,1983-10-12 15:00:00,9.5,135.7,,,
000151,1,1983282N09155,1983,71,WP,KIM,1983-10-12 18:00:00,9.6,134.8,,,
000152,1,1983282N09155,1983,71,WP,KIM,1983-10-12 21:00:00,9.7,133.9,,,
000153,1,1983282N09155,1983,71,WP,KIM,1983-10-13 00:00:00,9.8,133.0,,,
000154,1,1983282N09155,1983,71,WP,KIM,1983-10-13 03:00:00,9.9,132.1,,,
000155,1,1983282N09155,1983,71,WP,KIM,1983-10-13 06:00:00,10.0,131.2,,,
000156,1,1983282N09155,1983,71,WP,KIM,1983-10-13 09:00:00,10.1,130.2,,,
000157,1,1983282N09155,1983,71,WP,KIM,1983-10-13 12:00:00,10.2,129.3,,,
000158,1,1983282N09155,1983,71,WP,KIM,1983-10-13 15:00:00,10.2,128.4,,,
000159,1,1983282N09155,1983,71,WP,KIM,1983-10-13 18:00:00,10.2,127.4,,,
000160,1,1983282N09155,1983,71,WP,KIM,1983-10-13 21:00:00,10.2,126.5,,,
000161,1,1983282N09155,1983,71,WP,KIM,1983-10-14 00:00:00,10.2,125.6,,,
000162,1,1983282N09155,1983,71,WP,KIM,1983-10-14 03:00:00,10.3,124.7,,,
000163,1,1983282N09155,1983,71,WP,KIM,1983-10-14 06:00:00,10.4,123.8,,,
000164,1,1983282N09155,1983,71,WP,KIM,1983-10-14 09:00:00,10.4,122.9,,,
000165,1,1983282N09155,1983,71,WP,KIM,1983-10-14 12:00:00,10.4,122.0,,,
000166,1,1983282N09155,1983,71,WP,KIM,1983-10-14 15:00:00,10.2,121.1,,,
000167,1,1983282N09155,1983,71,WP,KIM,1983-10-14 18:00:00,9.9,120.2,20.0,,
000168,1,1983282N09155,1983,71,WP,KIM,1983-10-14 21:00:00,9.6,119.3,20.0,,
000169,1,1983282N09155,1983,71,WP,KIM,1983-10-15 00:00:00,9.3,118.6,20.0,,
000170,1,1983282N09155,1983,71,WP,KIM,1983-10-15 03:00:00,9.3,117.8,20.0,,
000171,1,1983282N09155,1983,71,WP,KIM,1983-10-15 06:00:00,9.3,117.1,20.0,,
000172,1,1983282N09155,1983,71,WP,KIM,1983-10-15 09:00:00,9.4,116.5,23.0,,
000173,1,1983282N09155,1983,71,WP,KIM,1983-10-15 12:00:00,9.5,115.9,25.0,,
000174,1,1983282N09155,1983,71,WP,KIM,1983-10-15 15:00:00,9.5,115.2,25.0,,
000175,1,1983282N09155,1983,71,WP,KIM,1983-10-15 18:00:00,9.4,114.6,25.0,,
000176,1,1983282N09155,1983,71,WP,KIM,1983-10-15 21:00:00,9.3,113.9,25.0,,
000177,1,1983282N09155,1983,71,WP,KIM,1983-10-16 00:00:00,9.2,113.3,25.0,,
000178,1,1983282N09155,1983,71,WP,KIM,1983-10-16 03:00:00,9.2,112.8,25.0,,
000179,1,1983282N09155,1983,71,WP,KIM,1983-10-16 06:00:00,9.3,112.3,25.0,,
000180,1,1983282N09155,1983,71,WP,KIM,1983-10-16 09:00:00,9.5,111.8,30.0,,
000181,1,1983282N09155,1983,71,WP,KIM,1983-10-16 12:00:00,9.7,111.2,35.0,,
000182,1,1983282N09155,1983,71,WP,KIM,1983-10-16 15:00:00,10.0,110.7,38.0,,
000183,1,1983282N09155,1983,71,WP,KIM,1983-10-16 18:00:00,10.3,110.0,40.0,,
000184,1,1983282N09155,1983,71,WP,KIM,1983-10-16 21:00:00,10.7,109.3,38.0,,
000185,1,1983282N09155,1983,71,WP,KIM,1983-10-17 00:00:00,11.1,108.4,35.0,,
000186,1,1983282N09155,1983,71,WP,KIM,1983-10-17 03:00:00,11.5,107.5,33.0,,
000187,1,1983282N09155,1983,71,WP,KIM,1983-10-17 06:00:00,11.8,106.5,30.0,,
000188,1,1983282N09155,1983,71,WP,KIM,1983-10-17 09:00:00,12.1,105.5,25.0,,
000189,1,1983282N09155,1983,71,WP,KIM,1983-10-17 12:00:00,12.4,104.6,20.0,,
000190,1,1983282N09155,1983,71,WP,KIM,1983-10-17 15:00:00,12.8,103.8,20.0,,
000191,1,1983282N09155,1983,71,WP,KIM,1983-10-17 18:00:00,13.1,103.1,20.0,,
000192,1,1983282N09155,1983,71,WP,KIM,1983-10-17 21:00:00,13.4,102.5,20.0,,
000193,1,1983282N09155,1983,71,WP,KIM,1983-10-18 00:00:00,13.7,102.0,20.0,,
000194,1,1983282N09155,1983,71,WP,KIM,1983-10-18 03:00:00,13.8,101.3,20.0,,
000195,1,1983282N09155,1983,71,WP,KIM,1983-10-18 06:00:00,14.0,100.7,20.0,,
000196,1,1983282N09155,1983,71,WP,KIM,1983-10-18 09:00:00,14.3,100.1,20.0,,
000197,1,1983282N09155,1983,71,NI,KIM,1983-10-18 12:00:00,14.6,99.6,20.0,,
000198,1,1983282N09155,1983,71,NI,KIM,1983-10-18 15:00:00,14.7,99.0,23.0,,
000199,1,1983282N09155,1983,71,NI,KIM,1983-10-18 18:00:00,14.8,98.4,25.0,,
000200,1,1983282N09155,1983,71,NI,KIM,1983-10-18 21:00:00,14.9,97.6,25.0,,
000201,1,1983282N09155,1983,71,NI,KIM,1983-10-19 00:00:00,15.1,96.9,25.0,,
000202,1,1983282N09155,1983,71,NI,KIM,1983-10-19 03:00:00,15.4,96.3,28.0,,
000203,1,1983282N09155,1983,71,NI,KIM,1983-10-19 06:00:00,15.9,95.7,30.0,,
000204,1,1983282N09155,1983,71,NI,KIM,1983-10-19 09:00:00,16.4,95.2,30.0,,
000205,1,1983282N09155,1983,71,NI,KIM,1983-10-19 12:00:00,16.9,94.8,30.0,,
000206,1,1983282N09155,1983,71,NI,KIM,1983-10-19 15:00:00,17.3,94.5,30.0,,
000207,1,1983282N09155,1983,71,NI,KIM,1983-10-19 18:00:00,17.7,94.2,30.0,,
000208,1,1983282N09155,1983,71,NI,KIM,1983-10-19 21:00:00,18.0,93.9,28.0,,
000209,1,1983282N09155,1983,71,NI,KIM,1983-10-20 00:00:00,18.4,93.7,25.0,,
000210,1,1983282N09155,1983,71,NI,KIM,1983-10-20 03:00:00,18.8,93.5,25.0,,
000211,1,1983282N09155,1983,71,NI,KIM,1983-10-20 06:00:00,19.2,93.2,25.0,,
000212,1,1983282N09155,1983,71,NI,KIM,1983-10-20 09:00:00,19.5,93.0,25.0,,
000213,1,1983282N09155,1983,71,NI,KIM,1983-10-20 12:00:00,19.9,92.9,25.0,,
000214,1,1983282N09155,1983,71,NI,KIM,1983-10-20 15:00:00,20.4,92.6,23.0,,
000215,1,1983282N09155,1983,71,NI,KIM,1983-10-20 18:00:00,20.9,92.5,20.0,,
000216,1,1983287N19091,1983,75,NI,HERBERT,1983-10-14 03:00:00,19.0,91.0,,,
000217,1,1983287N19091,1983,75,NI,HERBERT,1983-10-14 06:00:00,19.1,90.8,,,
000218,1,1983287N19091,1983,75,NI,HERBERT,1983-10-14 09:00:00,19.3,90.6,,,
000219,1,1983287N19091,1983,75,NI,HERBERT,1983-10-14 12:00:00,19.5,90.5,,,
000220,1,1983287N19091,1983,75,NI,HERBERT,1983-10-14 15:00:00,19.9,90.6,,,
000221,1,1983287N19091,1983,75,NI,HERBERT,1983-10-14 18:00:00,20.3,90.8,,,
000222,1,1983287N19091,1983,75,NI,HERBERT,1983-10-14 21:00:00,20.8,91.1,,,
000223,1,1983287N19091,1983,75,NI,HERBERT,1983-10-15 00:00:00,21.2,91.3,,,
000224,1,1983287N19091,1983,75,NI,HERBERT,1983-10-15 03:00:00,21.5,91.5,,,
000225,1,1983287N19091,1983,75,NI,HERBERT,1983-10-15 06:00:00,21.6,91.6,,,
000226,1,1983287N19091,1983,75,NI,HERBERT,1983-10-15 09:00:00,21.6,91.6,,,
000227,1,1983287N19091,1983,75,NI,HERBERT,1983-10-15 12:00:00,21.5,91.5,,,
000228,1,1984169N20137,1984,35,WP,WYNNE,1984-06-17 00:00:00,20.2,136.8,,,
000229,1,1984169N20137,1984,35,WP,WYNNE,1984-06-17 03:00:00,20.2,136.7,,,
000230,1,1984169N20137,1984,35,WP,WYNNE,1984-06-17 06:00:00,20.3,136.7,,,
000231,1,1984169N20137,1984,35,WP,WYNNE,1984-06-17 09:00:00,20.3,136.6,,,
000232,1,1984169N20137,1984,35,WP,WYNNE,1984-06-17 12:00:00,20.4,136.5,,,
000233,1,1984169N20137,1984,35,WP,WYNNE,1984-06-17 15:00:00,20.4,136.4,,,
000234,1,1984169N20137,1984,35,WP,WYNNE,1984-06-17 18:00:00,20.4,136.2,,,
000235,1,1984169N20137,1984,35,WP,WYNNE,1984-06-17 21:00:00,20.5,136.0,,,
000236,1,1984169N20137,1984,35,WP,WYNNE,1984-06-18 00:00:00,20.5,135.8,,,
000237,1,1984169N20137,1984,35,WP,WYNNE,1984-06-18 03:00:00,20.5,135.5,,,
000238,1,1984169N20137,1984,35,WP,WYNNE,1984-06-18 06:00:00,20.6,135.3,20.0,,
000239,1,1984169N20137,1984,35,WP,WYNNE,1984-06-18 09:00:00,20.6,135.0,23.0,,
000240,1,1984169N20137,1984,35,WP,WYNNE,1984-06-18 12:00:00,20.6,134.6,25.0,,
000241,1,1984169N20137,1984,35,WP,WYNNE,1984-06-18 15:00:00,20.7,134.3,25.0,,
000242,1,1984169N20137,1984,35,WP,WYNNE,1984-06-18 18:00:00,20.7,134.0,25.0,,
000243,1,1984169N20137,1984,35,WP,WYNNE,1984-06-18 21:00:00,20.7,133.7,25.0,,
000244,1,1984169N20137,1984,35,WP,WYNNE,1984-06-19 00:00:00,20.7,133.3,25.0,,
000245,1,1984169N20137,1984,35,WP,WYNNE,1984-06-19 03:00:00,20.8,132.9,28.0,,
000246,1,1984169N20137,1984,35,WP,WYNNE,1984-06-19 06:00:00,20.9,132.5,30.0,,
000247,1,1984169N20137,1984,35,WP,WYNNE,1984-06-19 09:00:00,21.0,132.2,30.0,,
000248,1,1984169N20137,1984,35,WP,WYNNE,1984-06-19 12:00:00,21.1,131.9,30.0,,
000249,1,1984169N20137,1984,35,WP,WYNNE,1984-06-19 15:00:00,21.3,131.6,33.0,,
000250,1,1984169N20137,1984,35,WP,WYNNE,1984-06-19 18:00:00,21.5,131.3,35.0,,
000251,1,1984169N20137,1984,35,WP,WYNNE,1984-06-19 21:00:00,21.7,131.0,35.0,,
000252,1,1984169N20137,1984,35,WP,WYNNE,1984-06-20 00:00:00,21.9,130.7,35.0,,
000253,1,1984169N20137,1984,35,WP,WYNNE,1984-06-20 03:00:00,22.0,130.5,38.0,,
000254,1,1984169N20137,1984,35,WP,WYNNE,1984-06-20 06:00:00,22.1,130.2,40.0,,
000255,1,1984169N20137,1984,35,WP,WYNNE,1984-06-20 09:00:00,22.2,129.9,43.0,,
000256,1,1984169N20137,1984,35,WP,WYNNE,1984-06-20 12:00:00,22.3,129.6,45.0,,
000257,1,1984169N20137,1984,35,WP,WYNNE,1984-06-20 15:00:00,22.4,129.3,45.0,,
000258,1,1984169N20137,1984,35,WP,WYNNE,1984-06-20 18:00:00,22.4,129.0,45.0,,
000259,1,1984169N20137,1984,35,WP,WYNNE,1984-06-20 21:00:00,22.4,128.7,45.0,,
000260,1,1984169N20137,1984,35,WP,WYNNE,1984-06-21 00:00:00,22.4,128.5,45.0,,
000261,1,1984169N20137,1984,35,WP,WYNNE,1984-06-21 03:00:00,22.4,128.3,45.0,,
000262,1,1984169N20137,1984,35,WP,WYNNE,1984-06-21 06:00:00,22.4,128.1,45.0,,
000263,1,1984169N20137,1984,35,WP,WYNNE,1984-06-21 09:00:00,22.4,128.0,48.0,,
000264,1,1984169N20137,1984,35,WP,WYNNE,1984-06-21 12:00:00,22.3,127.8,50.0,,
000265,1,1984169N20137,1984,35,WP,WYNNE,1984-06-21 15:00:00,22.3,127.6,50.0,,
000266,1,1984169N20137,1984,35,WP,WYNNE,1984-06-21 18:00:00,22.3,127.3,50.0,,
000267,1,1984169N20137,1984,35,WP,WYNNE,1984-06-21 21:00:00,22.3,127.1,50.0,,
000268,1,1984169N20137,1984,35,WP,WYNNE,1984-06-22 00:00:00,22.3,126.9,50.0,,
000269,1,1984169N20137,1984,35,WP,WYNNE,1984-06-22 03:00:00,22.3,126.7,50.0,,
000270,1,1984169N20137,1984,35,WP,WYNNE,1984-06-22 06:00:00,22.3,126.5,50.0,,
000271,1,1984169N20137,1984,35,WP,WYNNE,1984-06-22 09:00:00,22.3,126.2,50.0,,
000272,1,1984169N20137,1984,35,WP,WYNNE,1984-06-22 12:00:00,22.3,125.8,50.0,,
